,flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,ques_verbatim_text,loyalty_program_level,fleet_type_description,fleet_usage,response_group,sentiments,transformed_text
9177,367,DEX,AUX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,I think only using contactless payment is very confusing for most passengers.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,think use contactless payment confus passeng
9178,2483,SFX,HNX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,"I was THRILLED with the idea of pre-ordering my meal!!. This made it such a convenient way to plan for dinner, so I was looking forward to my selection!. PLEASE continue this PRE-ORDER program and PLEASE have vegetarian options like the TOFU and Cauliflower selection. IT WAS THE BEST MEAL I have had in a long time.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-800,Mainline,member,Neutral,thrill idea meal made conveni way plan dinner look forward select pleas continu program pleas vegetarian option like tofu cauliflow select best meal long time
9179,792,BZX,ORX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,"My first class flight attendant that served my lunch was not very friendly. She never smiled or wanted to talk when I ask her questions, was actually cold and rude.",70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,first class flight attend serv lunch friendli never smile want talk ask question actual cold rude
9180,5732,SMX,SFX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,Good food.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-175,Express,non-member,Neutral,good food
9181,1225,LAX,HNX,2022-09-04,Early & Ontime,Delayed,Domestic,no.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B777-200,Mainline,member,Neutral,
9182,225,EWX,PDX,2022-09-04,Delayed,Delayed,Domestic,"The pretzels are very, very dry.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-700,Mainline,member,Neutral,pretzel dri
9183,2121,SEX,EWX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,"No, it was pretty basic but was fine.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-MAX8,Mainline,member,Neutral,pretti basic fine
9184,253,HNX,IAX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,Great service.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member,Neutral,great servic
9185,80,EWX,NRX,2022-09-05,Delayed,Early & Ontime,Pacific,I did have a non-vegetarian meal as well. That was excellent.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member,Neutral,meal well excel
9186,80,EWX,NRX,2022-09-05,Delayed,Early & Ontime,Pacific,The main meal should have an appetizer.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B777-200,Mainline,member,Neutral,main meal appet
9187,344,ATX,IAX,2022-09-05,Delayed,Early & Ontime,Domestic,"there were no snacks offered, though they did give a full can of soda.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,snack offer though give full soda
9188,479,SAX,ORX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,"I am sure there is a reason since all flights do it, but I hate that the drinks are warm, then poured over ice. We end up with watered down, still warm soda. However, on a short domestic flight, anything is appreciated!.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-MAX9,Mainline,non-member,Neutral,sure reason sinc flight hate drink warm pour ice end water still warm soda howev short domest flight anyth appreci
9189,5995,ORX,ASX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,They offer some sort of a sandwich- people are always hungry. snakes are just not enough.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,CRJ-700,Express,member,Neutral,offer sort peopl alway hungri snake enough
9190,5524,ORX,ABX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,We were not offered any food at all.<☹️>.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member,Neutral,offer food
9191,220,ORX,HNX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,Was expecting meal/snack on long flight to Austin.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B787-10,Mainline,non-member,Neutral,expect long flight austin
9192,220,ORX,HNX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,I was disappointed that we were only offered breakfast service. Lunch entrees were expected.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B787-10,Mainline,member,Neutral,disappoint offer breakfast servic lunch entre expect
9193,54,ZRX,IAX,2022-09-06,Early & Ontime,Delayed,Atlantic,Had requested Asian vegetarian meals. Food quality was very poor.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B767-300,Mainline,member,Neutral,request asian vegetarian meal food qualiti poor
9194,1890,SFX,INX,2022-09-06,Delayed,Early & Ontime,Domestic,No.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member,Neutral,
9195,5261,SFX,SNX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,None.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,CRJ-700,Express,non-member,Neutral,none
9196,92,TLX,EWX,2022-09-06,Early & Ontime,Early & Ontime,Atlantic,Fish too salty;. breakfast was partly frozen with stale bagel.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B787-10,Mainline,member,Neutral,fish salti breakfast partli frozen stale bagel
9197,6084,DSX,IAX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,It would have been nice to have additional choices. Our only choice was a cheese tray.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,ERJ-175,Express,member,Neutral,would nice addit choic choic chees tray
9198,656,DEX,LAX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,Could have had a small snack like a packet of pretzels with the water.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Negative,could small snack like packet pretzel water
9199,208,IAX,BOX,2022-09-06,Early & Ontime,Early & Ontime,Latin,More options.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-700,Mainline,non-member,Neutral,option
9200,208,IAX,BOX,2022-09-06,Early & Ontime,Early & Ontime,Latin,Sandwich was OK. Wine was good.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B737-700,Mainline,member,Neutral,sandwich wine good
9201,2043,PHX,ORX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,
9202,942,LHX,EWX,2022-09-06,Early & Ontime,Delayed,Atlantic,The food on the plane is like a TV dinner. It lacks flavor and choices for a vegetarian are very limited. Austrian airline has actual restaurant quality food. I had a delicious piece of salmon with potatoes on that business class flight.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-300,Mainline,non-member,Neutral,food plane like tv dinner lack flavor choic vegetarian limit austrian airlin actual restaur qualiti food delici piec salmon potato busi class flight
9203,1694,ORX,BWX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,I know it is a short flight. surely you can provide a modest snack in first class.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,A320-200,Mainline,member,Neutral,know short flight sure provid modest snack first class
9204,1694,ORX,BWX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,enjoyed the mimosa during boarding.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,enjoy mimosa board
9205,3020,ORX,AMX,2022-09-07,Delayed,Delayed,Atlantic,"see general comment: view options, mediocre quality food, poor quality wine and branded spirits, no cocktails, no true multiple course meal experience, bring back ice cream cart. (all as compared to other airlines, eg KLM, Air France, LH).",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,global services,B787-10,Mainline,member,Neutral,see gener comment view option mediocr qualiti food poor qualiti wine brand spirit cocktail true multipl cours meal experi bring back ice cream cart compar airlin eg klm air franc lh
9206,1756,EWX,IAX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B777-200,Mainline,member,Neutral,
9207,1898,LAX,ORX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-MAX9,Mainline,member,Neutral,
9208,3742,TYX,ORX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,I could have use a chip or cookie or a bit of something.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member,Negative,could use chip cooki bit someth
9209,1632,ORX,IAX,2022-09-07,Early & Ontime,Delayed,Domestic,Preferred Milk-none available. Preferred mustard/ketchup with burger-none avail.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B757-300,Mainline,member,Neutral,prefer avail prefer avail
9210,287,CLX,DEX,2022-09-07,Early & Ontime,Delayed,Domestic,"As said previously the 2 meal choices as shown in the Email pictures looked awful. So I went with the Snack Box, not worth it in 1st class.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-800,Mainline,member,Neutral,said previous 2 meal choic shown email pictur look aw went snack box worth 1st class
9211,2141,MIX,IAX,2022-09-07,Delayed,Early & Ontime,Domestic,I like to see some food if the flight is over 3 hour.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,like see food flight 3 hour
9212,2042,SFX,SAX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,Nothing else.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A319-100,Mainline,non-member,Neutral,noth els
9213,2042,SFX,SAX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,No snacks.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,A319-100,Mainline,member,Neutral,snack
